disabled_sensor,state_id,accuracy
14.0,3.0,0.8845652092884565
14.0,4.0,0.18614316992615135
14.0,5.0,0.003617378333022562
14.0,6.0,0.9537985410065581
14.0,7.0,0.7410026658767772
14.0,8.0,0.021524896265560166
14.0,9.0,0.6574476635855467
14.0,10.0,0.9360079943743291
14.0,11.0,0.9819576170717249
14.0,12.0,0.7901123931145215
14.0,13.0,0.9857811107811107
14.0,14.0,0.9772127430207056
14.0,15.0,0.01038011155849433
14.0,16.0,0.046126552335895916
14.0,17.0,0.5784971609763292
14.0,18.0,0.06484096313912009
14.0,19.0,0.5377756221318509
14.0,20.0,0.8233971596657549
14.0,21.0,0.002253666826763217
14.0,22.0,0.502037640782454
14.0,23.0,0.0008197332140994113
14.0,24.0,0.8746200044487284
14.0,25.0,0.622695403791223
14.0,26.0,0.7587649476139351
14.0,27.0,0.22322489601901366
14.0,28.0,0.44156229155858595
15.0,0.0,0.10616339224083544
15.0,1.0,0.001631744854440942
15.0,2.0,0.9358765028944634
15.0,3.0,0.7520220656752022
15.0,4.0,0.22945040264222363
15.0,5.0,0.001193361924296103
15.0,6.0,0.9215606808636062
15.0,7.0,0.7221193720379147
15.0,8.0,0.22614107883817428
15.0,9.0,0.45464177414051365
15.0,10.0,0.9347126096450645
15.0,11.0,0.9824021932424422
15.0,12.0,0.6642022329263284
15.0,13.0,0.7925452925452925
15.0,14.0,0.9545370060592543
15.0,15.0,0.0016253555465258025
15.0,16.0,0.03969544648137197
15.0,17.0,0.6489934370621635
15.0,18.0,0.057520808561236626
15.0,19.0,0.5710554788643062
15.0,20.0,0.8155281597781692
15.0,21.0,0.0007019617985000185
15.0,22.0,0.4173829282750445
15.0,23.0,0.00037260600640882333
15.0,24.0,0.7977682212500927
15.0,25.0,0.679563749675409
15.0,26.0,0.6645440746362593
15.0,27.0,0.23284313725490197
15.0,28.0,0.2675461350329801
16.0,0.0,0.08236782923009553
16.0,1.0,0.009456703133691824
16.0,2.0,0.9014769185097224
16.0,3.0,0.3207350255320735
16.0,4.0,0.09281181578654396
16.0,5.0,0.00029834048107402574
16.0,6.0,0.7109645567754771
16.0,7.0,0.1487707345971564
16.0,8.0,0.14989626556016597
16.0,9.0,0.06050199115852545
16.0,10.0,0.8384100077723083
16.0,11.0,0.947577059869591
16.0,12.0,0.08084089466412755
16.0,13.0,0.0009281259281259281
16.0,14.0,0.45284561912196575
16.0,15.0,0.0
16.0,16.0,0.0
16.0,17.0,0.013089005235602094
16.0,18.0,0.03641498216409037
16.0,19.0,0.8169234787150692
16.0,20.0,0.23419642522576536
16.0,21.0,3.6945357815790445e-05
16.0,22.0,0.07950503852993479
16.0,23.0,0.0
16.0,24.0,0.0014829094683769556
16.0,25.0,0.5017249693957043
16.0,26.0,0.058790862981748175
16.0,27.0,0.0011140819964349377
16.0,28.0,0.18465130067442379
17.0,0.0,0.0641389138357171
17.0,1.0,0.0033376599295382903
17.0,2.0,0.8638117856612736
17.0,3.0,0.392970293339297
17.0,4.0,0.03310201506661224
17.0,5.0,0.0008950214432220772
17.0,6.0,0.8550217375285535
17.0,7.0,0.7286729857819905
17.0,8.0,0.019931831653823354
17.0,9.0,0.1925395491578678
17.0,10.0,0.8587290425256301
17.0,11.0,0.9307943094250148
17.0,12.0,0.7234233225047608
17.0,13.0,0.9763884763884764
17.0,14.0,0.7966990074718412
17.0,15.0,0.003250711093051605
17.0,16.0,0.02949438202247191
17.0,17.0,0.6842047046677974
17.0,18.0,0.05967598097502973
17.0,19.0,0.2609409394470768
17.0,20.0,0.7796680031476
17.0,21.0,0.0004063989359736949
17.0,22.0,0.5080394190871369
17.0,23.0,0.0
17.0,24.0,0.5888262771557796
17.0,25.0,0.5942055866750752
17.0,26.0,0.5580689348783828
17.0,27.0,0.3124257278669043
17.0,28.0,0.157303787148892
18.0,0.0,0.17947614134831627
18.0,1.0,0.0071203411830150195
18.0,2.0,0.8977660679827817
18.0,3.0,0.7128480375712848
18.0,4.0,0.13088655508962035
18.0,5.0,0.0038038411336938282
18.0,6.0,0.8427160857711297
18.0,7.0,0.615002962085308
18.0,8.0,0.16193687018375816
18.0,9.0,0.38949983559241536
18.0,10.0,0.8363744031977497
18.0,11.0,0.9513559573206876
18.0,12.0,0.6512079459318173
18.0,13.0,0.03311553311553311
18.0,14.0,0.9104494256719081
18.0,15.0,0.003583170182113701
18.0,16.0,0.043835008870490834
18.0,17.0,0.533699579677015
18.0,18.0,0.08813912009512485
18.0,19.0,0.5871357683841361
18.0,20.0,0.15561884063401657
18.0,21.0,0.002549229689289541
18.0,22.0,0.31472288085358624
18.0,23.0,7.452120128176467e-05
18.0,24.0,0.16645658782531325
18.0,25.0,0.23292651259413139
18.0,26.0,0.49172559327681314
18.0,27.0,0.14962121212121213
18.0,28.0,0.20169717631364412
19.0,0.0,0.050615671226369584
19.0,1.0,0.0045985536806972
19.0,2.0,0.21712186433130473
19.0,3.0,0.23269596332326958
19.0,4.0,0.06126841577912198
19.0,5.0,0.0
19.0,6.0,0.007000221059612409
19.0,7.0,0.031472156398104266
19.0,8.0,0.013670717249555424
19.0,9.0,0.09411420846881736
19.0,10.0,0.5023872090010734
19.0,11.0,0.9235328986366331
19.0,12.0,0.08857025503155222
19.0,13.0,0.003564003564003564
19.0,14.0,0.3796513140775436
19.0,15.0,3.693989878467733e-05
19.0,16.0,0.0
19.0,17.0,0.01157731730698326
19.0,18.0,0.012559453032104637
19.0,19.0,0.9407529007946872
19.0,20.0,0.0001873571401806123
19.0,21.0,7.389071563158089e-05
19.0,22.0,0.03256520450503853
19.0,23.0,0.0
19.0,24.0,7.414547341884777e-05
19.0,25.0,0.22446859813777498
19.0,26.0,0.0276183776979749
19.0,27.0,0.0009655377302436126
19.0,28.0,0.09138071592677685
20.0,0.0,0.00022266590465445962
20.0,1.0,0.00033376599295382905
20.0,2.0,0.7633590618969868
20.0,3.0,0.03883857020388386
20.0,4.0,0.6696107173340261
20.0,5.0,0.0023494312884579528
20.0,6.0,0.9204922260702969
20.0,7.0,0.5766069312796208
20.0,8.0,0.0029267931238885596
20.0,9.0,0.10094625698732235
20.0,10.0,0.8304156334431326
20.0,11.0,0.9646932424422051
20.0,12.0,0.839550427541914
20.0,13.0,0.9871176121176121
20.0,14.0,0.9471766848816029
20.0,15.0,0.0
20.0,16.0,3.696037847427558e-05
20.0,17.0,0.3165695745151538
20.0,18.0,0.1961206896551724
20.0,19.0,0.32690370480916314
20.0,20.0,0.6569490763292989
20.0,21.0,7.389071563158089e-05
20.0,22.0,0.7186944279786603
20.0,23.0,0.0
20.0,24.0,0.9195150886038407
20.0,25.0,0.4107652928738361
20.0,26.0,0.7170782273888416
20.0,27.0,0.12518568033273916
20.0,28.0,0.00978285036685689
21.0,0.0,0.026593731212564295
21.0,1.0,0.0
21.0,2.0,0.7777942704467864
21.0,3.0,0.439859853143986
21.0,4.0,0.13871674026793335
21.0,5.0,0.008167070669401455
21.0,6.0,0.8598482057328126
21.0,7.0,0.9022141587677726
21.0,8.0,0.005594250148192057
21.0,9.0,0.2341164005699463
21.0,10.0,0.9167992893889485
21.0,11.0,0.9362403675163011
21.0,12.0,0.650610507449311
21.0,13.0,0.9619468369468369
21.0,14.0,0.9123080926359615
21.0,15.0,0.0014037161538177384
21.0,16.0,0.09861028976936724
21.0,17.0,0.7877000221222624
21.0,18.0,0.010998810939357907
21.0,19.0,0.5400887960302951
21.0,20.0,0.5465207779068461
21.0,21.0,0.0012561421657368752
21.0,22.0,0.3346547125074096
21.0,23.0,0.0
21.0,24.0,0.8544895084155112
21.0,25.0,0.5874911896724413
21.0,26.0,0.6321128429158491
21.0,27.0,0.06918449197860962
21.0,28.0,0.12324909212184096
22.0,0.0,0.04719774958992363
22.0,1.0,3.7085110328203226e-05
22.0,2.0,0.7872940477957547
22.0,3.0,0.5734466435573446
22.0,4.0,0.06100864660259027
22.0,5.0,0.004512399776244639
22.0,6.0,0.8609166605261219
22.0,7.0,0.8675207345971564
22.0,8.0,0.008446947243627741
22.0,9.0,0.30378868145117094
22.0,10.0,0.9072504533846553
22.0,11.0,0.9593953764078246
22.0,12.0,0.8025839214368395
22.0,13.0,0.9721933471933472
22.0,14.0,0.8762127801940448
22.0,15.0,0.0020316944331572532
22.0,16.0,0.06527202838557067
22.0,17.0,0.5352112676056338
22.0,18.0,0.07008026159334126
22.0,19.0,0.41611013692497106
22.0,20.0,0.5357290066324427
22.0,21.0,0.000332508220342114
22.0,22.0,0.4173088322465916
22.0,23.0,0.0
22.0,24.0,0.5689923630162379
22.0,25.0,0.3685499128241273
22.0,26.0,0.671800377623931
22.0,27.0,0.372140522875817
22.0,28.0,0.1882457570592159
23.0,0.0,0.29488759082913363
23.0,1.0,7.417022065640645e-05
23.0,2.0,0.9749517589431498
23.0,3.0,0.9068545230906855
23.0,4.0,0.36111626526143914
23.0,5.0,0.003617378333022562
23.0,6.0,0.9294819836415886
23.0,7.0,0.797134182464455
23.0,8.0,0.013893005334914048
23.0,9.0,0.6674582587410033
23.0,10.0,0.9360820163588586
23.0,11.0,0.9815130409010077
23.0,12.0,0.8014263843769837
23.0,13.0,0.9918696168696168
23.0,14.0,0.9782907698598565
23.0,15.0,0.009050275202245946
23.0,16.0,0.02480041395623891
23.0,17.0,0.6346139665216429
23.0,18.0,0.06673602853745542
23.0,19.0,0.5365071074133493
23.0,20.0,0.8276314310338367
23.0,21.0,0.002216721468947427
23.0,22.0,0.5059647302904564
23.0,23.0,0.0005961696102541173
23.0,24.0,0.9149551419885816
23.0,25.0,0.7109470638424157
23.0,26.0,0.7552478619821554
23.0,27.0,0.23837641117052882
23.0,28.0,0.46294374861039056
24.0,0.0,0.03889602244472319
24.0,1.0,0.007194511403671426
24.0,2.0,0.7787219830785216
24.0,3.0,0.4712438033471244
24.0,4.0,0.009500129884588265
24.0,5.0,0.0009696065634905836
24.0,6.0,0.8752118487952251
24.0,7.0,0.4442757701421801
24.0,8.0,0.014374629519857735
24.0,9.0,0.2587775382704322
24.0,10.0,0.9359709833820645
24.0,11.0,0.9481327800829875
24.0,12.0,0.8005302266532243
24.0,13.0,0.9707825957825957
24.0,14.0,0.7582989479944984
24.0,15.0,0.0008865575708322559
24.0,16.0,0.08127587226493199
24.0,17.0,0.4703561684241575
24.0,18.0,0.0335538049940547
24.0,19.0,0.5549378800880499
24.0,20.0,0.4475587364634466
24.0,21.0,0.0002586175047105331
24.0,22.0,0.19150118553645526
24.0,23.0,0.0
24.0,24.0,0.41184103210499
24.0,25.0,0.2858626701784323
24.0,26.0,0.5494798415460368
24.0,27.0,0.27124183006535946
24.0,28.0,0.15474690580300896
25.0,0.0,0.10970006902643044
25.0,1.0,0.0195438531429631
25.0,2.0,0.9736900697639899
25.0,3.0,0.691490551269149
25.0,4.0,0.5617693991910045
25.0,5.0,0.0007831437628193175
25.0,6.0,0.9227396654631199
25.0,7.0,0.3070571682464455
25.0,8.0,0.36281120331950206
25.0,9.0,0.3082824887654817
25.0,10.0,0.6757466967689404
25.0,11.0,0.9897006520450504
25.0,12.0,0.2426347037078526
25.0,13.0,0.2047817047817048
25.0,14.0,0.8823835545147021
25.0,15.0,0.004580547449299989
25.0,16.0,0.0001848018923713779
25.0,17.0,0.23114077132954797
25.0,18.0,0.08851070154577884
25.0,19.0,0.7664067455135619
25.0,20.0,0.19357739723460862
25.0,21.0,0.0008866885875789707
25.0,22.0,0.1812759336099585
25.0,23.0,0.0005961696102541173
25.0,24.0,0.04322681100318825
25.0,25.0,0.5713172830804615
25.0,26.0,0.439450594202362
25.0,27.0,0.05277035056446821
25.0,28.0,0.19906618246498184
26.0,0.0,0.10213685046500064
26.0,1.0,0.004005191915445948
26.0,2.0,0.9706100638266291
26.0,3.0,0.7222781318722278
26.0,4.0,0.05837384495491149
26.0,5.0,0.0016781652060413948
26.0,6.0,0.9338663326210301
26.0,7.0,0.5709789691943128
26.0,8.0,0.11029193835210432
26.0,9.0,0.44598297468123194
26.0,10.0,0.9267182353158888
26.0,11.0,0.981883521043272
26.0,12.0,0.6751801650423808
26.0,13.0,0.9725645975645976
26.0,14.0,0.9140180662428906
26.0,15.0,0.005873443906763695
26.0,16.0,0.03448403311649911
26.0,17.0,0.4926259125433228
26.0,18.0,0.07071195005945304
26.0,19.0,0.5775099802260941
26.0,20.0,0.6128826769588189
26.0,21.0,0.0007758525141315993
26.0,22.0,0.3028304682868998
26.0,23.0,0.00037260600640882333
26.0,24.0,0.7495365907911322
26.0,25.0,0.55117409207256
26.0,26.0,0.6084558142978786
26.0,27.0,0.21568627450980393
26.0,28.0,0.33350626250648485
27.0,0.0,0.19458402297912136
27.0,1.0,0.00011125533098460968
27.0,2.0,0.12572361585275346
27.0,3.0,0.8422975138842298
27.0,4.0,0.3171410546628567
27.0,5.0,0.003654670893156815
27.0,6.0,0.954940682337337
