disabled_sensor,state_id,TPR
-1.0,0,0.9899071428571428
-1.0,1,0.996395431834404
-1.0,2,0.9932191291934332
-1.0,3,0.978372591006424
-1.0,4,0.9983226266952177
-1.0,5,0.9888650963597432
-1.0,6,0.9992505353319058
-1.0,7,0.9985724482512492
-1.0,8,0.9824054246966452
-1.0,9,0.6889007851534618
-1.0,10,0.9758386866523912
-1.0,11,0.9915774446823696
-1.0,12,0.985260528194147
-1.0,13,0.9722341184867952
-1.0,14,0.9963597430406852
-1.0,15,0.3735902926481085
-1.0,16,0.8265881513204854
-1.0,17,0.9791934332619556
-1.0,18,0.9630620985010708
-1.0,19,0.9901855817273376
-1.0,20,0.9712348322626696
-1.0,21,0.0001784439685938
-1.0,22,0.5719842969307637
-1.0,23,0.9423982869379016
-1.0,24,0.9876516773733048
-1.0,25,0.9859743040685224
-1.0,26,0.9760528194147038
-1.0,27,0.988258386866524
-1.0,28,0.9598857958601
0.0,0,0.0935178571428571
0.0,1,0.0499286224125624
0.0,2,0.9298715203426124
0.0,3,0.6834760885082084
0.0,4,0.9844039971448963
0.0,5,0.6247323340471093
0.0,6,0.977123483226267
0.0,7,0.8295503211991435
0.0,8,0.9780870806566738
0.0,9,0.278051391862955
0.0,10,0.9693076374018558
0.0,11,0.9249464668094218
0.0,12,0.353283369022127
0.0,13,0.5257673090649536
0.0,14,0.7617773019271948
0.0,15,0.0367237687366167
0.0,16,0.6274089935760171
0.0,17,0.9577801570306924
0.0,18,0.9450392576730906
0.0,19,0.9867594575303354
0.0,20,0.8018201284796573
0.0,21,0.0002141327623126
0.0,22,0.1499643112062812
0.0,23,0.3606352605281941
0.0,24,0.7803711634546753
0.0,25,0.7615274803711635
0.0,26,0.9754817987152036
0.0,27,0.8870806566738044
0.0,28,0.2644539614561028
1.0,0,0.1235892857142857
1.0,1,0.0337259100642398
1.0,2,0.6796573875802998
1.0,3,0.946859386152748
1.0,4,0.9968236973590292
1.0,5,0.9626695217701642
1.0,6,0.4411491791577445
1.0,7,0.9188793718772306
1.0,8,0.3027123483226266
1.0,9,0.6462169878658102
1.0,10,0.9095645967166308
1.0,11,0.9905781584582442
1.0,12,0.4066024268379729
1.0,13,0.0250892219842969
1.0,14,0.9858315488936474
1.0,15,0.3577087794432548
1.0,16,0.1793718772305496
1.0,17,0.8916845110635261
1.0,18,0.2459314775160599
1.0,19,0.9966809421841542
1.0,20,0.0147394718058529
1.0,21,0.0009635974304068
1.0,22,0.464882226980728
1.0,23,0.901106352605282
1.0,24,0.3926837972876517
1.0,25,0.971484653818701
1.0,26,0.8560314061384725
1.0,27,0.7711991434689508
1.0,28,0.9352248394004282
2.0,0,0.6550928571428571
2.0,1,0.0678443968593861
2.0,2,0.1549250535331905
2.0,3,0.9746609564596715
2.0,4,0.9975731620271234
2.0,5,0.9824054246966452
2.0,6,0.9878658101356174
2.0,7,0.9909707351891506
2.0,8,0.2369735902926481
2.0,9,0.6480014275517487
2.0,10,0.9575660242683798
2.0,11,0.9928622412562456
2.0,12,0.6818344039971449
2.0,13,0.0335117773019272
2.0,14,0.994825124910778
2.0,15,0.4773733047822983
2.0,16,0.3379014989293362
2.0,17,0.9561741613133476
2.0,18,0.479300499643112
2.0,19,0.9911134903640256
2.0,20,0.0309064953604568
2.0,21,0.0004282655246252
2.0,22,0.5837972876516774
2.0,23,0.950927908636688
2.0,24,0.7083868665239115
2.0,25,0.8930406852248394
2.0,26,0.9362955032119914
2.0,27,0.9129907209136332
2.0,28,0.9582798001427552
3.0,0,0.6392321428571428
3.0,1,0.9950749464668094
3.0,2,0.9926481084939328
3.0,3,0.9724839400428266
3.0,4,0.9982155603140612
3.0,5,0.9865810135617415
3.0,6,0.9978943611705924
3.0,7,0.9978943611705924
3.0,8,0.9723768736616702
3.0,9,0.6921484653818701
3.0,10,0.973661670235546
3.0,11,0.9901498929336188
3.0,12,0.9829407566024267
3.0,13,0.1187723054960742
3.0,14,0.9948608137044967
3.0,15,0.4610992148465382
3.0,16,0.9447894361170592
3.0,17,0.9765524625267666
3.0,18,0.9604925053533192
3.0,19,0.9893290506780872
3.0,20,0.2771948608137045
3.0,21,0.0029621698786581
3.0,22,0.5621698786581013
3.0,23,0.9355460385438972
3.0,24,0.9682369735902926
3.0,25,0.977587437544611
3.0,26,0.9748750892219844
3.0,27,0.989650249821556
3.0,28,0.9515346181299073
4.0,0,0.514
4.0,1,0.577266238401142
4.0,2,0.9927551748750892
4.0,3,0.958779443254818
4.0,4,0.9977159172019986
4.0,5,0.9911134903640256
4.0,6,0.9992505353319058
4.0,7,0.9972519628836546
4.0,8,0.9818344039971448
4.0,9,0.6047466095645967
4.0,10,0.9746609564596715
4.0,11,0.9895788722341184
4.0,12,0.9835831548893648
4.0,13,0.7193433261955746
4.0,14,0.988258386866524
4.0,15,0.4821556031406138
4.0,16,0.9532476802284084
4.0,17,0.9738044254104212
4.0,18,0.959421841541756
4.0,19,0.989186295503212
4.0,20,0.898429693076374
4.0,21,0.0049964311206281
4.0,22,0.6278729478943612
4.0,23,0.9158458244111348
4.0,24,0.981513204853676
4.0,25,0.9612419700214132
4.0,26,0.9753033547466096
4.0,27,0.9895788722341184
4.0,28,0.926980728051392
5.0,0,0.5759357142857143
5.0,1,0.2725553176302641
5.0,2,0.9933618843683084
5.0,3,0.974304068522484
5.0,4,0.9983940042826552
5.0,5,0.986688079942898
5.0,6,0.9992862241256244
5.0,7,0.9980014275517488
5.0,8,0.9790149892933618
5.0,9,0.6625981441827267
5.0,10,0.9726266952177016
5.0,11,0.9902212705210564
5.0,12,0.9637401855817274
5.0,13,0.3243040685224839
5.0,14,0.9935403283369022
5.0,15,0.5058886509635975
5.0,16,0.9289793004996432
5.0,17,0.97615988579586
5.0,18,0.9573518915060673
5.0,19,0.9868665239114918
5.0,20,0.7678443968593861
5.0,21,0.0123483226266952
5.0,22,0.5776945039257673
5.0,23,0.8982155603140614
5.0,24,0.9288722341184869
5.0,25,0.981049250535332
5.0,26,0.9736973590292648
5.0,27,0.9894004282655248
5.0,28,0.9525339043540328
6.0,0,0.92935
6.0,1,0.7508208422555318
6.0,2,0.9933261955745896
6.0,3,0.9755888650963598
6.0,4,0.998429693076374
6.0,5,0.9849750178443968
6.0,6,0.9990364025695933
6.0,7,0.9985724482512492
6.0,8,0.983226266952177
6.0,9,0.6619557458957888
6.0,10,0.976802284082798
6.0,11,0.9913990007137758
6.0,12,0.985117773019272
6.0,13,0.9666666666666668
6.0,14,0.9960742326909352
6.0,15,0.3577444682369736
6.0,16,0.8982869379014989
6.0,17,0.9792291220556744
6.0,18,0.9627052105638828
6.0,19,0.989186295503212
6.0,20,0.7497144896502498
6.0,21,0.0001784439685938
6.0,22,0.597323340471092
6.0,23,0.9366523911491792
6.0,24,0.9862955032119914
6.0,25,0.986366880799429
6.0,26,0.9765881513204854
6.0,27,0.9891506067094932
6.0,28,0.960028551034975
7.0,0,0.98025
7.0,1,0.2917915774446823
7.0,2,0.9882940756602426
7.0,3,0.9828693790149892
7.0,4,0.998144182726624
7.0,5,0.9859029264810848
7.0,6,0.9992505353319058
7.0,7,0.9984653818700928
7.0,8,0.9562455389007852
7.0,9,0.6353675945753033
7.0,10,0.9694503925767308
7.0,11,0.9875802997858673
7.0,12,0.9826552462526766
7.0,13,0.602498215560314
7.0,14,0.9957887223411848
7.0,15,0.2802997858672377
7.0,16,0.7761955745895789
7.0,17,0.979157744468237
7.0,18,0.9618486795146324
7.0,19,0.9786224125624554
7.0,20,0.7834760885082084
7.0,21,0.0019271948608137
7.0,22,0.5848322626695218
7.0,23,0.7544610992148465
7.0,24,0.952212705210564
7.0,25,0.9857244825124912
7.0,26,0.972555317630264
7.0,27,0.9863311920057102
7.0,28,0.9582441113490364
8.0,0,0.5791035714285714
8.0,1,0.0201284796573875
8.0,2,0.9707708779443256
8.0,3,0.9495003568879372
8.0,4,0.9964668094218416
8.0,5,0.9771948608137044
8.0,6,0.2083868665239115
8.0,7,0.8441827266238401
8.0,8,0.0619557458957887
8.0,9,0.7542469664525339
8.0,10,0.8874018558172734
8.0,11,0.9825838686652392
8.0,12,0.94214846538187
8.0,13,0.0030692362598144
8.0,14,0.989971448965025
8.0,15,0.7874375446109921
8.0,16,0.3689507494646681
8.0,17,0.9604568165596002
8.0,18,0.9050678087080656
8.0,19,0.98982869379015
8.0,20,0.0048179871520342
8.0,21,0.0007494646680942
8.0,22,0.4351534618129907
8.0,23,0.9300499643112062
8.0,24,0.4566381156316916
8.0,25,0.5621698786581013
8.0,26,0.9674875089221984
8.0,27,0.944039971448965
8.0,28,0.2367951463240542
9.0,0,0.3395607142857142
9.0,1,0.2748750892219843
9.0,2,0.9940756602426838
9.0,3,0.9729122055674518
9.0,4,0.9977516059957172
9.0,5,0.9776588151320486
9.0,6,0.9941113490364024
9.0,7,0.9980371163454675
9.0,8,0.982119914346895
9.0,9,0.6889364739471806
9.0,10,0.956923625981442
9.0,11,0.9927194860813704
9.0,12,0.9028907922912206
9.0,13,0.9291934332619556
9.0,14,0.9960028551034976
9.0,15,0.4850107066381156
9.0,16,0.4536402569593147
9.0,17,0.9790863668807994
9.0,18,0.9634189864382584
9.0,19,0.9938258386866524
9.0,20,0.4952890792291221
9.0,21,0.0007851534618129
9.0,22,0.5429693076374018
9.0,23,0.9472519628836544
9.0,24,0.9451106352605282
9.0,25,0.988543897216274
9.0,26,0.9665952890792292
9.0,27,0.9719842969307636
9.0,28,0.954389721627409
10.0,0,0.1357964285714285
10.0,1,0.5603854389721628
10.0,2,0.8566381156316917
10.0,3,0.4806566738044254
10.0,4,0.992505353319058
10.0,5,0.9323340471092078
10.0,6,0.2638829407566024
10.0,7,0.9942897930049964
10.0,8,0.048108493932905
10.0,9,0.1037830121341898
10.0,10,0.93982869379015
10.0,11,0.9596716630977872
10.0,12,0.0243040685224839
10.0,13,0.0034618129907209
10.0,14,0.3245538900785154
10.0,15,0.0026766595289079
10.0,16,0.046538187009279
10.0,17,0.5179871520342613
10.0,18,0.0633832976445396
10.0,19,0.9802284082798002
10.0,20,0.0054246966452533
10.0,21,0.0010349750178443
10.0,22,0.1958600999286224
10.0,23,0.5500356887937188
10.0,24,0.0654532476802284
10.0,25,0.8254817987152034
10.0,26,0.6245895788722341
10.0,27,0.1550321199143469
10.0,28,0.0558172733761598
11.0,0,0.7164714285714285
11.0,1,0.2683440399714489
11.0,2,0.9926481084939328
11.0,3,0.9728051391862956
11.0,4,0.9977159172019986
11.0,5,0.9860099928622412
11.0,6,0.9974660956459672
11.0,7,0.996395431834404
11.0,8,0.9425767309064954
11.0,9,0.7196645253390436
11.0,10,0.9631334760885082
11.0,11,0.991684511063526
11.0,12,0.9468236973590292
11.0,13,0.8542826552462527
11.0,14,0.994682369735903
11.0,15,0.5361170592433976
11.0,16,0.8498572448251249
11.0,17,0.9758029978586724
11.0,18,0.9603854389721628
11.0,19,0.9887937187723056
11.0,20,0.4713418986438258
11.0,21,0.0055674518201284
11.0,22,0.5315488936473948
11.0,23,0.9500713775874376
11.0,24,0.8026766595289079
11.0,25,0.9776588151320486
11.0,26,0.972269807280514
11.0,27,0.9861884368308352
11.0,28,0.9498215560314062
12.0,0,0.9722607142857144
12.0,1,0.8536402569593148
12.0,2,0.992969307637402
12.0,3,0.976659528907923
12.0,4,0.998108493932905
12.0,5,0.9878658101356174
12.0,6,0.9984653818700928
12.0,7,0.9985724482512492
12.0,8,0.9840827980014276
12.0,9,0.6541755888650964
12.0,10,0.975231977159172
12.0,11,0.9919343326195574
12.0,12,0.9832976445396144
12.0,13,0.9673090649536046
12.0,14,0.9962526766595288
12.0,15,0.3387223411848679
12.0,16,0.836830835117773
12.0,17,0.9793361884368308
12.0,18,0.9629193433261956
12.0,19,0.9897930049964312
12.0,20,0.9640613847251964
12.0,21,0.0003568879371877
12.0,22,0.5885795860099928
12.0,23,0.9580299785867238
12.0,24,0.9859386152748038
12.0,25,0.9853675945753032
12.0,26,0.9757673090649536
12.0,27,0.9874732334047108
12.0,28,0.959064953604568
13.0,0,0.3581714285714286
13.0,1,0.3907922912205567
13.0,2,0.9753033547466096
13.0,3,0.9197359029264812
13.0,4,0.9968236973590292
13.0,5,0.956566738044254
13.0,6,0.9992505353319058
13.0,7,0.9928265524625268
13.0,8,0.9399714489650248
13.0,9,0.6643825838686652
13.0,10,0.9735546038543896
13.0,11,0.9861170592433977
13.0,12,0.9675945753033548
13.0,13,0.8537473233404711
13.0,14,0.9886509635974304
13.0,15,0.3800499643112063
13.0,16,0.9711991434689508
13.0,17,0.9737330478229836
13.0,18,0.9602069950035688
13.0,19,0.9859029264810848
13.0,20,0.7886152748037116
13.0,21,0.0018558172733761
13.0,22,0.5509992862241256
13.0,23,0.7853319057815846
13.0,24,0.9083868665239117
13.0,25,0.9158815132048536
13.0,26,0.9719842969307636
13.0,27,0.9899357601713062
13.0,28,0.8975374732334047
14.0,0,0.98535
14.0,1,0.6553176302640971
14.0,2,0.9931477516059956
14.0,3,0.976659528907923
14.0,4,0.9983226266952177
14.0,5,0.9890792291220556
14.0,6,0.999072091363312
14.0,7,0.9982869379014988
14.0,8,0.9728408279800144
14.0,9,0.7004996431120628
14.0,10,0.9753033547466096
14.0,11,0.9916488222698072
14.0,12,0.9846895074946468
14.0,13,0.9428265524625268
14.0,14,0.99593147751606
14.0,15,0.381334760885082
14.0,16,0.8457887223411849
14.0,17,0.9779800142755176
14.0,18,0.9624553890078515
14.0,19,0.9897216274089936
14.0,20,0.857994289793005
14.0,21,0.0001784439685938
14.0,22,0.5629193433261955
